0  OUTPUT: $18. | ANSWER: 18 | EVALUATION: True
862  OUTPUT: $48. | ANSWER: 40 | EVALUATION: False
863  OUTPUT: 110. | ANSWER: 110 | EVALUATION: True
864  OUTPUT: 80. | ANSWER: 80 | EVALUATION: True
865  OUTPUT: 23. | ANSWER: 23 | EVALUATION: True
866  OUTPUT: 28 | ANSWER: 28 | EVALUATION: True
867  OUTPUT: 7 | ANSWER: 7 | EVALUATION: True
868  OUTPUT: $15. | ANSWER: 15 | EVALUATION: True
869  OUTPUT: 500 | ANSWER: 500 | EVALUATION: True
870  OUTPUT: $40. | ANSWER: 40 | EVALUATION: True
871  OUTPUT: 48. | ANSWER: 48 | EVALUATION: True
872  OUTPUT: $13.00. | ANSWER: 13 | EVALUATION: False
873  OUTPUT: $12.00. | ANSWER: 12 | EVALUATION: False
874  OUTPUT: $132. | ANSWER: 132 | EVALUATION: True
875  OUTPUT: 60. | ANSWER: 60 | EVALUATION: True
876  OUTPUT: 41 | ANSWER: 41 | EVALUATION: True
877  OUTPUT: $11.11 | ANSWER: 7000 | EVALUATION: False
878  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
879  OUTPUT: $575. | ANSWER: 575 | EVALUATION: True
880  OUTPUT: $10. | ANSWER: 10 | EVALUATION: True
881  OUTPUT: 16. | ANSWER: 16 | EVALUATION: True
882  OUTPUT: $5. | ANSWER: 5 | EVALUATION: True
883  OUTPUT: 25. | ANSWER: 25 | EVALUATION: True
884  OUTPUT: 50. | ANSWER: 50 | EVALUATION: True
885  OUTPUT: 750. | ANSWER: 500 | EVALUATION: False
886  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
887  OUTPUT: 34. | ANSWER: 34 | EVALUATION: True
888  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
889  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
890  OUTPUT: 25%. | ANSWER: 25 | EVALUATION: False
891  OUTPUT: 55. | ANSWER: 55 | EVALUATION: True
892  OUTPUT: $1. | ANSWER: 1 | EVALUATION: True
893  OUTPUT: $480. | ANSWER: 480 | EVALUATION: True
894  OUTPUT: $74. | ANSWER: 26 | EVALUATION: False
895  OUTPUT: 74 | ANSWER: 74 | EVALUATION: True
896  OUTPUT: 250 | ANSWER: 250 | EVALUATION: True
897  OUTPUT: 5 | ANSWER: 1 | EVALUATION: False
898  OUTPUT: 110 | ANSWER: 110 | EVALUATION: True
899  OUTPUT: 16. | ANSWER: 16 | EVALUATION: True
900  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
901  OUTPUT: 0. | ANSWER: 1 | EVALUATION: False
902  OUTPUT: $8.00. | ANSWER: 8 | EVALUATION: False
903  OUTPUT: 58 | ANSWER: 16 | EVALUATION: False
904  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
905  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
906  OUTPUT: 4 | ANSWER: 10 | EVALUATION: False
907  OUTPUT: 16. | ANSWER: 16 | EVALUATION: True
908  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
909  OUTPUT: 34. | ANSWER: 38 | EVALUATION: False
910  OUTPUT: 700. | ANSWER: 700 | EVALUATION: True
911  OUTPUT: $64. | ANSWER: 64 | EVALUATION: True
912  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
913  OUTPUT: 6 | ANSWER: 6 | EVALUATION: True
914  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
915  OUTPUT: 23. | ANSWER: 23 | EVALUATION: True
916  OUTPUT: $14. | ANSWER: 14 | EVALUATION: True
917  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
918  OUTPUT: 56. | ANSWER: 56 | EVALUATION: True
919  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
920  OUTPUT: 47. | ANSWER: 47 | EVALUATION: True
921  OUTPUT: 4. | ANSWER: 4 | EVALUATION: True
922  OUTPUT: 60. | ANSWER: 60 | EVALUATION: True
923  OUTPUT: 4. | ANSWER: 2 | EVALUATION: False
924  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
925  OUTPUT: 2000. | ANSWER: 2000 | EVALUATION: True
926  OUTPUT: 14. | ANSWER: 1 | EVALUATION: False
927  OUTPUT: 85,000 | ANSWER: 85000 | EVALUATION: False
928  OUTPUT: 60. | ANSWER: 60 | EVALUATION: True
929  OUTPUT: 60 | ANSWER: 60 | EVALUATION: True
930  OUTPUT: 14. | ANSWER: 14 | EVALUATION: True
931  OUTPUT: x = -5 | ANSWER: 50 | EVALUATION: False
932  OUTPUT: 21. | ANSWER: 24 | EVALUATION: False
933  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
934  OUTPUT: 410 | ANSWER: 410 | EVALUATION: True
935  OUTPUT: $64,800. | ANSWER: 64800 | EVALUATION: False
936  OUTPUT: 250 | ANSWER: 250 | EVALUATION: True
937  OUTPUT: 159 | ANSWER: 159 | EVALUATION: True
938  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
939  OUTPUT: 650 | ANSWER: 650 | EVALUATION: True
940  OUTPUT: 280. | ANSWER: 280 | EVALUATION: True
941  OUTPUT: 842. | ANSWER: 842 | EVALUATION: True
942  OUTPUT: $178.75. | ANSWER: 205 | EVALUATION: False
943  OUTPUT: $5. | ANSWER: 50 | EVALUATION: False
944  OUTPUT: 34 | ANSWER: 34 | EVALUATION: True
945  OUTPUT: 17 | ANSWER: 17 | EVALUATION: True
946  OUTPUT: 450. | ANSWER: 450 | EVALUATION: True
947  OUTPUT: 13. | ANSWER: 13 | EVALUATION: True
948  OUTPUT: $15. | ANSWER: 15 | EVALUATION: True
949  OUTPUT: 42. | ANSWER: 42 | EVALUATION: True
950  OUTPUT: x | ANSWER: 5 | EVALUATION: False
951  OUTPUT: 300. | ANSWER: 300 | EVALUATION: True
952  OUTPUT: 360. | ANSWER: 360 | EVALUATION: True
953  OUTPUT: 7 | ANSWER: 452 | EVALUATION: False
954  OUTPUT: 10 | ANSWER: 34 | EVALUATION: False
955  OUTPUT: 100. | ANSWER: 100 | EVALUATION: True
956  OUTPUT: 3. | ANSWER: 1 | EVALUATION: False
957  OUTPUT: 45. | ANSWER: 45 | EVALUATION: True
958  OUTPUT: 38. | ANSWER: 40 | EVALUATION: False
959  OUTPUT: 7 | ANSWER: 7 | EVALUATION: True
960  OUTPUT: 11. | ANSWER: 11 | EVALUATION: True
961  OUTPUT: 225 | ANSWER: 225 | EVALUATION: True
962  OUTPUT: $600. | ANSWER: 1000 | EVALUATION: False
963  OUTPUT: 147. | ANSWER: 147 | EVALUATION: True
964  OUTPUT: 40. | ANSWER: 200 | EVALUATION: False
965  OUTPUT: 446 | ANSWER: 374 | EVALUATION: False
966  OUTPUT: 48. | ANSWER: 48 | EVALUATION: True
967  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
968  OUTPUT: 227 | ANSWER: 227 | EVALUATION: True
969  OUTPUT: 1800 | ANSWER: 1800 | EVALUATION: True
970  OUTPUT: 33. | ANSWER: 33 | EVALUATION: True
971  OUTPUT: 100. | ANSWER: 100 | EVALUATION: True
972  OUTPUT: 100 | ANSWER: 120 | EVALUATION: False
973  OUTPUT: (3x | ANSWER: 79 | EVALUATION: False
974  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
975  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
976  OUTPUT: $660. | ANSWER: 540 | EVALUATION: False
977  OUTPUT: 4. | ANSWER: 4 | EVALUATION: True
978  OUTPUT: $160. | ANSWER: 160 | EVALUATION: True
979  OUTPUT: 41. | ANSWER: 50 | EVALUATION: False
980  OUTPUT: 90. | ANSWER: 90 | EVALUATION: True
981  OUTPUT: 7 | ANSWER: 7 | EVALUATION: True
982  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
983  OUTPUT: 15 | ANSWER: 15 | EVALUATION: True
984  OUTPUT: 162 | ANSWER: 342 | EVALUATION: False
985  OUTPUT: 63. | ANSWER: 63 | EVALUATION: True
986  OUTPUT: $70.00. | ANSWER: 70 | EVALUATION: False
987  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
988  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
989  OUTPUT: 45. | ANSWER: 45 | EVALUATION: True
990  OUTPUT: 14 | ANSWER: 14 | EVALUATION: True
991  OUTPUT: 60 | ANSWER: 15 | EVALUATION: False
992  OUTPUT: 52 | ANSWER: 52 | EVALUATION: True
993  OUTPUT: 11. | ANSWER: 11 | EVALUATION: True
994  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
995  OUTPUT: $12. | ANSWER: 12 | EVALUATION: True
996  OUTPUT: 6.5 | ANSWER: 3 | EVALUATION: False
997  OUTPUT: $600. | ANSWER: 6600 | EVALUATION: False
998  OUTPUT: 50. | ANSWER: 50 | EVALUATION: True
999  OUTPUT: 50%. | ANSWER: 25 | EVALUATION: False
1000  OUTPUT: 1 hour | ANSWER: 1 | EVALUATION: False
1001  OUTPUT: 3 | ANSWER: 2 | EVALUATION: False
1002  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
1003  OUTPUT: $480 | ANSWER: 480 | EVALUATION: True
1004  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
1005  OUTPUT: 1490. | ANSWER: 1490 | EVALUATION: True
1006  OUTPUT: 826 | ANSWER: 826 | EVALUATION: True
1007  OUTPUT: 34 | ANSWER: 34 | EVALUATION: True
1008  OUTPUT: 230 | ANSWER: 230 | EVALUATION: True
1009  OUTPUT: 1875 | ANSWER: 1875 | EVALUATION: True
1010  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
1011  OUTPUT: 6000 | ANSWER: 6000 | EVALUATION: True
1012  OUTPUT: 94 | ANSWER: 94 | EVALUATION: True
1013  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
1014  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
1015  OUTPUT: 78. | ANSWER: 78 | EVALUATION: True
1016  OUTPUT: 139 | ANSWER: 138 | EVALUATION: False
1017  OUTPUT: 27. | ANSWER: 45 | EVALUATION: False
1018  OUTPUT: 60 | ANSWER: 60 | EVALUATION: True
1019  OUTPUT: 98 | ANSWER: 98 | EVALUATION: True
1020  OUTPUT: 22. | ANSWER: 22 | EVALUATION: True
1021  OUTPUT: 36 | ANSWER: 36 | EVALUATION: True
1022  OUTPUT: 15. | ANSWER: 12 | EVALUATION: False
1023  OUTPUT: 77. | ANSWER: 77 | EVALUATION: True
1024  OUTPUT: $300. | ANSWER: 300 | EVALUATION: True
1025  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
1026  OUTPUT: 43200 | ANSWER: 43200 | EVALUATION: True
1027  OUTPUT: $12. | ANSWER: 12 | EVALUATION: True
1028  OUTPUT: $200. | ANSWER: 200 | EVALUATION: True
1029  OUTPUT: 34. | ANSWER: 34 | EVALUATION: True
1030  OUTPUT: 4 | ANSWER: 24 | EVALUATION: False
1031  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
1032  OUTPUT: 450. | ANSWER: 450 | EVALUATION: True
1033  OUTPUT: $2 | ANSWER: 2 | EVALUATION: True
1034  OUTPUT: $66. | ANSWER: 66 | EVALUATION: True
1035  OUTPUT: 40 | ANSWER: 35 | EVALUATION: False
1036  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
1037  OUTPUT: $10. | ANSWER: 10 | EVALUATION: True
1038  OUTPUT: 4 | ANSWER: 4 | EVALUATION: True
1039  OUTPUT: 160 | ANSWER: 160 | EVALUATION: True
1040  OUTPUT: 736 | ANSWER: 736 | EVALUATION: True
1041  OUTPUT: $101. | ANSWER: 101 | EVALUATION: True
1042  OUTPUT: $7.17. | ANSWER: 3 | EVALUATION: False
1043  OUTPUT: 130000 | ANSWER: 130000 | EVALUATION: True
1044  OUTPUT: 1 | ANSWER: 1 | EVALUATION: True
1045  OUTPUT: 420 | ANSWER: 420 | EVALUATION: True
1046  OUTPUT: 47.25 | ANSWER: 189 | EVALUATION: False
1047  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
1048  OUTPUT: 10018.78 | ANSWER: 7400 | EVALUATION: False
1049  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
1050  OUTPUT: 655. | ANSWER: 655 | EVALUATION: True
1051  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
1052  OUTPUT: 110. | ANSWER: 110 | EVALUATION: True
1053  OUTPUT: $55 | ANSWER: 55 | EVALUATION: True
1054  OUTPUT: $2400. | ANSWER: 2400 | EVALUATION: True
1055  OUTPUT: $2,304. | ANSWER: 2304 | EVALUATION: False
1056  OUTPUT: 156. | ANSWER: 156 | EVALUATION: True
1057  OUTPUT: 24. | ANSWER: 24 | EVALUATION: True
1058  OUTPUT: 250. | ANSWER: 250 | EVALUATION: True
1059  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
1060  OUTPUT: 19. | ANSWER: 31 | EVALUATION: False
1061  OUTPUT: 58. | ANSWER: 58 | EVALUATION: True
1062  OUTPUT: $482. | ANSWER: 482 | EVALUATION: True
1063  OUTPUT: 320. | ANSWER: 320 | EVALUATION: True
1064  OUTPUT: 247. | ANSWER: 247 | EVALUATION: True
1065  OUTPUT: 95. | ANSWER: 95 | EVALUATION: True
1066  OUTPUT: 0 | ANSWER: 14 | EVALUATION: False
1067  OUTPUT: $24500. | ANSWER: 245 | EVALUATION: False
1068  OUTPUT: 12. | ANSWER: 24 | EVALUATION: False
1069  OUTPUT: 300 | ANSWER: 300 | EVALUATION: True
1070  OUTPUT: $36.00. | ANSWER: 18 | EVALUATION: False
1071  OUTPUT: 371 | ANSWER: 251 | EVALUATION: False
1072  OUTPUT: $85. | ANSWER: 85 | EVALUATION: True
1073  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
1074  OUTPUT: 750. | ANSWER: 750 | EVALUATION: True
1075  OUTPUT: 20 | ANSWER: 16 | EVALUATION: False
1076  OUTPUT: $162. | ANSWER: 162 | EVALUATION: True
1077  OUTPUT: 140 | ANSWER: 145 | EVALUATION: False
1078  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
1079  OUTPUT: 10%. | ANSWER: 10 | EVALUATION: False
1080  OUTPUT: 72000. | ANSWER: 72000 | EVALUATION: True
1081  OUTPUT: 195. | ANSWER: 195 | EVALUATION: True
1082  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
1083  OUTPUT: $22.50. | ANSWER: 2 | EVALUATION: False
1084  OUTPUT: 80. | ANSWER: 20 | EVALUATION: False
1085  OUTPUT: 26. | ANSWER: 26 | EVALUATION: True
1086  OUTPUT: 131250 | ANSWER: 131250 | EVALUATION: True
1087  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
1088  OUTPUT: approximately | ANSWER: 30 | EVALUATION: False
1089  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
1090  OUTPUT: 72 | ANSWER: 72 | EVALUATION: True
1091  OUTPUT: $1000. | ANSWER: 1000 | EVALUATION: True
1092  OUTPUT: 540 | ANSWER: 1080 | EVALUATION: False
1093  OUTPUT: $144. | ANSWER: 144 | EVALUATION: True
1094  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
1095  OUTPUT: 270 | ANSWER: 270 | EVALUATION: True
1096  OUTPUT: 240. | ANSWER: 240 | EVALUATION: True
1097  OUTPUT: 480. | ANSWER: 480 | EVALUATION: True
1098  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
1099  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
1100  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
1101  OUTPUT: 16. | ANSWER: 16 | EVALUATION: True
1102  OUTPUT: 113.00 | ANSWER: 113 | EVALUATION: False
1103  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
1104  OUTPUT: 24. | ANSWER: 24 | EVALUATION: True
1105  OUTPUT: 238 | ANSWER: 40 | EVALUATION: False
1106  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
1107  OUTPUT: 360 | ANSWER: 360 | EVALUATION: True
1108  OUTPUT: 38 | ANSWER: 38 | EVALUATION: True
1109  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
1110  OUTPUT: 60. | ANSWER: 60 | EVALUATION: True
1111  OUTPUT: $157. | ANSWER: 157 | EVALUATION: True
1112  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
1113  OUTPUT: -3 | ANSWER: -3 | EVALUATION: True
1114  OUTPUT: $8. | ANSWER: 8 | EVALUATION: True
1115  OUTPUT: $5 | ANSWER: 5 | EVALUATION: True
1116  OUTPUT: 60. | ANSWER: 60 | EVALUATION: True
1117  OUTPUT: 9 | ANSWER: 9 | EVALUATION: True
1118  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
1119  OUTPUT: 14 | ANSWER: 18 | EVALUATION: False
1120  OUTPUT: 280 | ANSWER: 560 | EVALUATION: False
1121  OUTPUT: 35 | ANSWER: 35 | EVALUATION: True
1122  OUTPUT: 0. | ANSWER: 18 | EVALUATION: False
1123  OUTPUT: 105. | ANSWER: 105 | EVALUATION: True
1124  OUTPUT: 64. | ANSWER: 64 | EVALUATION: True
1125  OUTPUT: 90. | ANSWER: 90 | EVALUATION: True
1126  OUTPUT: 50. | ANSWER: 50 | EVALUATION: True
1127  OUTPUT: 750 | ANSWER: 750 | EVALUATION: True
1128  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
1129  OUTPUT: 12. | ANSWER: 8 | EVALUATION: False
1130  OUTPUT: 25 | ANSWER: 25 | EVALUATION: True
1131  OUTPUT: $96. | ANSWER: 96 | EVALUATION: True
1132  OUTPUT: 30000 | ANSWER: 45000 | EVALUATION: False
1133  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
1134  OUTPUT: 7. | ANSWER: 7 | EVALUATION: True
1135  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
1136  OUTPUT: 26. | ANSWER: 26 | EVALUATION: True
1137  OUTPUT: 11. | ANSWER: 68 | EVALUATION: False
1138  OUTPUT: 700 | ANSWER: 700 | EVALUATION: True
1139  OUTPUT: $1.08. | ANSWER: 1 | EVALUATION: False
1140  OUTPUT: 54. | ANSWER: 27 | EVALUATION: False
1141  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
1142  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
1143  OUTPUT: 300. | ANSWER: 300 | EVALUATION: True
1144  OUTPUT: 34. | ANSWER: 34 | EVALUATION: True
1145  OUTPUT: 291. | ANSWER: 291 | EVALUATION: True
1146  OUTPUT: $16. | ANSWER: 16 | EVALUATION: True
1147  OUTPUT: 22. | ANSWER: 22 | EVALUATION: True
1148  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
1149  OUTPUT: $93. | ANSWER: 93 | EVALUATION: True
1150  OUTPUT: 21. | ANSWER: 21 | EVALUATION: True
1151  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
1152  OUTPUT: 12%. | ANSWER: 12 | EVALUATION: False
1153  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
1154  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
1155  OUTPUT: 13 | ANSWER: 13 | EVALUATION: True
1156  OUTPUT: 120 | ANSWER: 120 | EVALUATION: True
1157  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
1158  OUTPUT: 7300 | ANSWER: 7300 | EVALUATION: True
1159  OUTPUT: 25%. | ANSWER: 50 | EVALUATION: False
1160  OUTPUT: 1125. | ANSWER: 1125 | EVALUATION: True
1161  OUTPUT: $170. | ANSWER: 170 | EVALUATION: True
1162  OUTPUT: 3. | ANSWER: 3 | EVALUATION: True
1163  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
1164  OUTPUT: 9. | ANSWER: 9 | EVALUATION: True
1165  OUTPUT: $1248. | ANSWER: 1248 | EVALUATION: True
1166  OUTPUT: 2350 | ANSWER: 2350 | EVALUATION: True
1167  OUTPUT: $120. | ANSWER: 120 | EVALUATION: True
1168  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
1169  OUTPUT: $12. | ANSWER: 2 | EVALUATION: False
1170  OUTPUT: 2. | ANSWER: 2 | EVALUATION: True
1171  OUTPUT: 3160 | ANSWER: 3160 | EVALUATION: True
1172  OUTPUT: 93. | ANSWER: 93 | EVALUATION: True
1173  OUTPUT: 10. | ANSWER: 10 | EVALUATION: True
1174  OUTPUT: 600. | ANSWER: 240 | EVALUATION: False
1175  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
1176  OUTPUT: 2.75 | ANSWER: 2 | EVALUATION: False
1177  OUTPUT: 17. | ANSWER: 17 | EVALUATION: True
1178  OUTPUT: 17. | ANSWER: 17 | EVALUATION: True
1179  OUTPUT: 50%. | ANSWER: 50 | EVALUATION: False
1180  OUTPUT: 5600 | ANSWER: 5600 | EVALUATION: True
1181  OUTPUT: 20 | ANSWER: 20 | EVALUATION: True
1182  OUTPUT: 1800 | ANSWER: 1800 | EVALUATION: True
1183  OUTPUT: 7 | ANSWER: 11 | EVALUATION: False
1184  OUTPUT: $306. | ANSWER: 306 | EVALUATION: True
1185  OUTPUT: 13. | ANSWER: 6 | EVALUATION: False
1186  OUTPUT: 19. | ANSWER: 19 | EVALUATION: True
1187  OUTPUT: 2 | ANSWER: 5 | EVALUATION: False
1188  OUTPUT: 14 | ANSWER: 24 | EVALUATION: False
1189  OUTPUT: 6. | ANSWER: 6 | EVALUATION: True
1190  OUTPUT: 169. | ANSWER: 19 | EVALUATION: False
1191  OUTPUT: $100. | ANSWER: 100 | EVALUATION: True
1192  OUTPUT: 107.5 | ANSWER: 280 | EVALUATION: False
1193  OUTPUT: $9.00. | ANSWER: 9 | EVALUATION: False
1194  OUTPUT: 1200 | ANSWER: 1200 | EVALUATION: True
1195  OUTPUT: 320 | ANSWER: 320 | EVALUATION: True
1196  OUTPUT: 75 | ANSWER: 75 | EVALUATION: True
1197  OUTPUT: 2400 | ANSWER: 2400 | EVALUATION: True
1198  OUTPUT: 140 | ANSWER: 140 | EVALUATION: True
1199  OUTPUT: 2 | ANSWER: 2 | EVALUATION: True
1200  OUTPUT: 8. | ANSWER: 8 | EVALUATION: True
1201  OUTPUT: 42. | ANSWER: 42 | EVALUATION: True
1202  OUTPUT: 19. | ANSWER: 19 | EVALUATION: True
1203  OUTPUT: 240 | ANSWER: 240 | EVALUATION: True
1204  OUTPUT: 168 | ANSWER: 168 | EVALUATION: True
1205  OUTPUT: 8 | ANSWER: 4 | EVALUATION: False
1206  OUTPUT: $40,000. | ANSWER: 40000 | EVALUATION: False
1207  OUTPUT: $64. | ANSWER: 64 | EVALUATION: True
1208  OUTPUT: $27. | ANSWER: 27 | EVALUATION: True
1209  OUTPUT: 29 | ANSWER: 29 | EVALUATION: True
1210  OUTPUT: 288. | ANSWER: 288 | EVALUATION: True
1211  OUTPUT: 448 | ANSWER: 448 | EVALUATION: True
1212  OUTPUT: 150. | ANSWER: 150 | EVALUATION: True
1213  OUTPUT: $31. | ANSWER: 31 | EVALUATION: True
1214  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
1215  OUTPUT: 36 | ANSWER: 36 | EVALUATION: True
1216  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
1217  OUTPUT: 45 | ANSWER: 75 | EVALUATION: False
1218  OUTPUT: 225 | ANSWER: 225 | EVALUATION: True
1219  OUTPUT: 100 | ANSWER: 100 | EVALUATION: True
1220  OUTPUT: 32 | ANSWER: 32 | EVALUATION: True
1221  OUTPUT: 10 | ANSWER: 10 | EVALUATION: True
1222  OUTPUT: 350 | ANSWER: 350 | EVALUATION: True
1223  OUTPUT: 8 | ANSWER: 8 | EVALUATION: True
1224  OUTPUT: 5 | ANSWER: 5 | EVALUATION: True
1225  OUTPUT: 3 | ANSWER: 3 | EVALUATION: True
1226  OUTPUT: 90 | ANSWER: 90 | EVALUATION: True
1227  OUTPUT: 66. | ANSWER: 66 | EVALUATION: True
1228  OUTPUT: 31. | ANSWER: 31 | EVALUATION: True
1229  OUTPUT: $36. | ANSWER: 36 | EVALUATION: True
1230  OUTPUT: $440. | ANSWER: 440 | EVALUATION: True
1231  OUTPUT: 70 | ANSWER: 70 | EVALUATION: True
1232  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
1233  OUTPUT: $81. | ANSWER: 81 | EVALUATION: True
1234  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
1235  OUTPUT: 60 | ANSWER: 60 | EVALUATION: True
1236  OUTPUT: 78. | ANSWER: 84 | EVALUATION: False
1237  OUTPUT: 78. | ANSWER: 78 | EVALUATION: True
1238  OUTPUT: $520.00. | ANSWER: 520 | EVALUATION: False
1239  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
1240  OUTPUT: 2. | ANSWER: 2 | EVALUATION: True
1241  OUTPUT: $8. | ANSWER: 8 | EVALUATION: True
1242  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
1243  OUTPUT: 50 | ANSWER: 50 | EVALUATION: True
1244  OUTPUT: 7. | ANSWER: 35 | EVALUATION: False
1245  OUTPUT: 20 | ANSWER: 96 | EVALUATION: False
1246  OUTPUT: 3360. | ANSWER: 3360 | EVALUATION: True
1247  OUTPUT: 7. | ANSWER: 7 | EVALUATION: True
1248  OUTPUT: 750 | ANSWER: 750 | EVALUATION: True
1249  OUTPUT: 56 | ANSWER: 56 | EVALUATION: True
1250  OUTPUT: 22 | ANSWER: 22 | EVALUATION: True
1251  OUTPUT: 30 | ANSWER: 30 | EVALUATION: True
1252  OUTPUT: 70. | ANSWER: 70 | EVALUATION: True
1253  OUTPUT: 120. | ANSWER: 120 | EVALUATION: True
1254  OUTPUT: 30. | ANSWER: 30 | EVALUATION: True
1255  OUTPUT: 12. | ANSWER: 12 | EVALUATION: True
1256  OUTPUT: 15. | ANSWER: 15 | EVALUATION: True
1257  OUTPUT: $14.00. | ANSWER: 14 | EVALUATION: False
1258  OUTPUT: $70. | ANSWER: 60 | EVALUATION: False
1259  OUTPUT: $7200. | ANSWER: 7200 | EVALUATION: True
1260  OUTPUT: 5. | ANSWER: 5 | EVALUATION: True
1261  OUTPUT: $235.00. | ANSWER: 235 | EVALUATION: False
1262  OUTPUT: 12 | ANSWER: 12 | EVALUATION: True
1263  OUTPUT: 680. | ANSWER: 500 | EVALUATION: False
1264  OUTPUT: 470 | ANSWER: 210 | EVALUATION: False
1265  OUTPUT: 30 | ANSWER: 36 | EVALUATION: False
1266  OUTPUT: 147. | ANSWER: 147 | EVALUATION: True
1267  OUTPUT: 80. | ANSWER: 40 | EVALUATION: False
1268  OUTPUT: 14 | ANSWER: 20 | EVALUATION: False
1269  OUTPUT: 54 | ANSWER: 54 | EVALUATION: True
1270  OUTPUT: $3528. | ANSWER: 3528 | EVALUATION: True
1271  OUTPUT: 43. | ANSWER: 43 | EVALUATION: True
1272  OUTPUT: 296 | ANSWER: 296 | EVALUATION: True
1273  OUTPUT: 27. | ANSWER: 27 | EVALUATION: True
1274  OUTPUT: $38 | ANSWER: 38 | EVALUATION: True
1275  OUTPUT: 16 | ANSWER: 16 | EVALUATION: True
1276  OUTPUT: 70. | ANSWER: 70 | EVALUATION: True
1277  OUTPUT: 48 | ANSWER: 48 | EVALUATION: True
1278  OUTPUT: 665. | ANSWER: 665 | EVALUATION: True
1279  OUTPUT: $180.00. | ANSWER: 180 | EVALUATION: False
1280  OUTPUT: 7. | ANSWER: 7 | EVALUATION: True
1281  OUTPUT: 20. | ANSWER: 20 | EVALUATION: True
1282  OUTPUT: $12. | ANSWER: 12 | EVALUATION: True
1283  OUTPUT: $60. | ANSWER: 60 | EVALUATION: True
1284  OUTPUT: 15. | ANSWER: 25 | EVALUATION: False
